date,state,daily
4/12/2022,Perlis,3
4/12/2022,Pulau Pinang,13
4/12/2022,Sabah,22
4/12/2022,Sarawak,125
4/12/2022,Selangor,28
4/12/2022,Terengganu,23
4/12/2022,W.P. Kuala Lumpur,23
4/12/2022,W.P. Labuan,1
4/12/2022,W.P. Putrajaya,0
4/13/2022,Johor,132
4/13/2022,Kedah,79
4/13/2022,Kelantan,74
4/13/2022,Melaka,18
4/13/2022,Negeri Sembilan,23
4/13/2022,Pahang,21
4/13/2022,Perak,107
4/13/2022,Perlis,5
4/13/2022,Pulau Pinang,49
4/13/2022,Sabah,52
4/13/2022,Sarawak,82
4/13/2022,Selangor,34
4/13/2022,Terengganu,21
4/13/2022,W.P. Kuala Lumpur,13
4/13/2022,W.P. Labuan,3
4/13/2022,W.P. Putrajaya,0
4/14/2022,Johor,124
4/14/2022,Kedah,73
4/14/2022,Kelantan,58
4/14/2022,Melaka,5
4/14/2022,Negeri Sembilan,12
4/14/2022,Pahang,13
4/14/2022,Perak,111
4/14/2022,Perlis,5
4/14/2022,Pulau Pinang,90
4/14/2022,Sabah,17
4/14/2022,Sarawak,69
4/14/2022,Selangor,38
4/14/2022,Terengganu,10
4/14/2022,W.P. Kuala Lumpur,14
4/14/2022,W.P. Labuan,0
4/14/2022,W.P. Putrajaya,0
4/15/2022,Johor,136
4/15/2022,Kedah,12
4/15/2022,Kelantan,3
4/15/2022,Melaka,0
4/15/2022,Negeri Sembilan,5
4/15/2022,Pahang,4
4/15/2022,Perak,207
4/15/2022,Perlis,5
4/15/2022,Pulau Pinang,51
4/15/2022,Sabah,1
4/15/2022,Sarawak,16
4/15/2022,Selangor,48
4/15/2022,Terengganu,0
4/15/2022,W.P. Kuala Lumpur,25
4/15/2022,W.P. Labuan,0
4/15/2022,W.P. Putrajaya,2
4/16/2022,Johor,84
4/16/2022,Kedah,24
4/16/2022,Kelantan,6
4/16/2022,Melaka,6
4/16/2022,Negeri Sembilan,1
4/16/2022,Pahang,1
4/16/2022,Perak,19
4/16/2022,Perlis,0
4/16/2022,Pulau Pinang,15
4/16/2022,Sabah,6
4/16/2022,Sarawak,14
4/16/2022,Selangor,50
4/16/2022,Terengganu,3
4/16/2022,W.P. Kuala Lumpur,14
4/16/2022,W.P. Labuan,0
4/16/2022,W.P. Putrajaya,0
4/17/2022,Johor,144
4/17/2022,Kedah,55
4/17/2022,Kelantan,78
4/17/2022,Melaka,0
4/17/2022,Negeri Sembilan,0
4/17/2022,Pahang,2
4/17/2022,Perak,4
4/17/2022,Perlis,1
4/17/2022,Pulau Pinang,3
4/17/2022,Sabah,1
4/17/2022,Sarawak,10
4/17/2022,Selangor,81
4/17/2022,Terengganu,16
4/17/2022,W.P. Kuala Lumpur,0
4/17/2022,W.P. Labuan,0
4/17/2022,W.P. Putrajaya,0
4/18/2022,Johor,128
4/18/2022,Kedah,73
4/18/2022,Kelantan,66
4/18/2022,Melaka,12
4/18/2022,Negeri Sembilan,4
4/18/2022,Pahang,10
4/18/2022,Perak,38
4/18/2022,Perlis,0
4/18/2022,Pulau Pinang,56
4/18/2022,Sabah,108
4/18/2022,Sarawak,121
4/18/2022,Selangor,44
4/18/2022,Terengganu,27
4/18/2022,W.P. Kuala Lumpur,15
4/18/2022,W.P. Labuan,0
4/18/2022,W.P. Putrajaya,0
4/19/2022,Johor,85
4/19/2022,Kedah,31
4/19/2022,Kelantan,9
4/19/2022,Melaka,5
4/19/2022,Negeri Sembilan,2
4/19/2022,Pahang,49
4/19/2022,Perak,7
4/19/2022,Perlis,0
4/19/2022,Pulau Pinang,12
4/19/2022,Sabah,47
4/19/2022,Sarawak,176
4/19/2022,Selangor,83
4/19/2022,Terengganu,0
4/19/2022,W.P. Kuala Lumpur,17
4/19/2022,W.P. Labuan,0
4/19/2022,W.P. Putrajaya,0
4/20/2022,Johor,108
4/20/2022,Kedah,63
4/20/2022,Kelantan,78
4/20/2022,Melaka,10
4/20/2022,Negeri Sembilan,17
4/20/2022,Pahang,16
4/20/2022,Perak,81
4/20/2022,Perlis,6
4/20/2022,Pulau Pinang,48
4/20/2022,Sabah,80
4/20/2022,Sarawak,128
4/20/2022,Selangor,33
4/20/2022,Terengganu,26
4/20/2022,W.P. Kuala Lumpur,21
4/20/2022,W.P. Labuan,2
4/20/2022,W.P. Putrajaya,0
4/21/2022,Johor,91
4/21/2022,Kedah,53
4/21/2022,Kelantan,37
4/21/2022,Melaka,9
4/21/2022,Negeri Sembilan,12
4/21/2022,Pahang,27
4/21/2022,Perak,141
4/21/2022,Perlis,2
4/21/2022,Pulau Pinang,81
4/21/2022,Sabah,64
4/21/2022,Sarawak,100
4/21/2022,Selangor,33
4/21/2022,Terengganu,7
4/21/2022,W.P. Kuala Lumpur,43
4/21/2022,W.P. Labuan,1
4/21/2022,W.P. Putrajaya,0
4/22/2022,Johor,114
4/22/2022,Kedah,20
4/22/2022,Kelantan,6
4/22/2022,Melaka,6
4/22/2022,Negeri Sembilan,5
4/22/2022,Pahang,26
4/22/2022,Perak,212
4/22/2022,Perlis,1
4/22/2022,Pulau Pinang,66
4/22/2022,Sabah,49
4/22/2022,Sarawak,90
4/22/2022,Selangor,44
4/22/2022,Terengganu,10
4/22/2022,W.P. Kuala Lumpur,21
4/22/2022,W.P. Labuan,1
4/22/2022,W.P. Putrajaya,0
4/23/2022,Johor,130
4/23/2022,Kedah,13
4/23/2022,Kelantan,22
4/23/2022,Melaka,3
4/23/2022,Negeri Sembilan,1
4/23/2022,Pahang,2
4/23/2022,Perak,43
4/23/2022,Perlis,2
4/23/2022,Pulau Pinang,13
4/23/2022,Sabah,25
4/23/2022,Sarawak,48
4/23/2022,Selangor,40
4/23/2022,Terengganu,1
4/23/2022,W.P. Kuala Lumpur,18
4/23/2022,W.P. Labuan,0
4/23/2022,W.P. Putrajaya,0
4/24/2022,Johor,195
4/24/2022,Kedah,28
4/24/2022,Kelantan,84
4/24/2022,Melaka,3
4/24/2022,Negeri Sembilan,0
4/24/2022,Pahang,1
4/24/2022,Perak,6
4/24/2022,Perlis,2
4/24/2022,Pulau Pinang,7
4/24/2022,Sabah,6
4/24/2022,Sarawak,6
4/24/2022,Selangor,58
4/24/2022,Terengganu,7
4/24/2022,W.P. Kuala Lumpur,4
4/24/2022,W.P. Labuan,0
4/24/2022,W.P. Putrajaya,0
4/25/2022,Johor,76
4/25/2022,Kedah,45
4/25/2022,Kelantan,48
4/25/2022,Melaka,12
4/25/2022,Negeri Sembilan,8
4/25/2022,Pahang,15
4/25/2022,Perak,56
4/25/2022,Perlis,1
4/25/2022,Pulau Pinang,99
4/25/2022,Sabah,126
4/25/2022,Sarawak,91
4/25/2022,Selangor,29
4/25/2022,Terengganu,107
4/25/2022,W.P. Kuala Lumpur,12
4/25/2022,W.P. Labuan,1
4/25/2022,W.P. Putrajaya,0
4/26/2022,Johor,78
4/26/2022,Kedah,29
4/26/2022,Kelantan,71
4/26/2022,Melaka,11
4/26/2022,Negeri Sembilan,8
4/26/2022,Pahang,67
4/26/2022,Perak,103
4/26/2022,Perlis,3
4/26/2022,Pulau Pinang,82
4/26/2022,Sabah,61
4/26/2022,Sarawak,132
4/26/2022,Selangor,87
4/26/2022,Terengganu,3
4/26/2022,W.P. Kuala Lumpur,15
4/26/2022,W.P. Labuan,1
4/26/2022,W.P. Putrajaya,0
4/27/2022,Johor,70
4/27/2022,Kedah,61
4/27/2022,Kelantan,87
4/27/2022,Melaka,18
4/27/2022,Negeri Sembilan,15
4/27/2022,Pahang,77
4/27/2022,Perak,59
4/27/2022,Perlis,1
4/27/2022,Pulau Pinang,92
4/27/2022,Sabah,45
4/27/2022,Sarawak,104
4/27/2022,Selangor,67
4/27/2022,Terengganu,13
4/27/2022,W.P. Kuala Lumpur,19
4/27/2022,W.P. Labuan,0
4/27/2022,W.P. Putrajaya,0
4/28/2022,Johor,132
4/28/2022,Kedah,21
4/28/2022,Kelantan,36
4/28/2022,Melaka,22
4/28/2022,Negeri Sembilan,6
4/28/2022,Pahang,12
4/28/2022,Perak,99
4/28/2022,Perlis,3
4/28/2022,Pulau Pinang,59
4/28/2022,Sabah,38
4/28/2022,Sarawak,63
4/28/2022,Selangor,62
4/28/2022,Terengganu,6
4/28/2022,W.P. Kuala Lumpur,25
4/28/2022,W.P. Labuan,0
4/28/2022,W.P. Putrajaya,0
4/29/2022,Johor,91
4/29/2022,Kedah,17
4/29/2022,Kelantan,1
4/29/2022,Melaka,12
4/29/2022,Negeri Sembilan,2
4/29/2022,Pahang,33
4/29/2022,Perak,116
4/29/2022,Perlis,3
4/29/2022,Pulau Pinang,31
4/29/2022,Sabah,35
4/29/2022,Sarawak,98
4/29/2022,Selangor,41
4/29/2022,Terengganu,0
4/29/2022,W.P. Kuala Lumpur,19
4/29/2022,W.P. Labuan,0
4/29/2022,W.P. Putrajaya,2
4/30/2022,Johor,106
4/30/2022,Kedah,12
4/30/2022,Kelantan,9
4/30/2022,Melaka,0
4/30/2022,Negeri Sembilan,0
4/30/2022,Pahang,1
4/30/2022,Perak,13
4/30/2022,Perlis,0
4/30/2022,Pulau Pinang,4
4/30/2022,Sabah,37
4/30/2022,Sarawak,87
4/30/2022,Selangor,21
4/30/2022,Terengganu,0
4/30/2022,W.P. Kuala Lumpur,13
4/30/2022,W.P. Labuan,0
4/30/2022,W.P. Putrajaya,0
5/1/2022,Johor,1
5/1/2022,Kedah,2
5/1/2022,Kelantan,0
5/1/2022,Melaka,0
5/1/2022,Negeri Sembilan,0
5/1/2022,Pahang,0
5/1/2022,Perak,1
5/1/2022,Perlis,0
5/1/2022,Pulau Pinang,0
5/1/2022,Sabah,5
5/1/2022,Sarawak,3
5/1/2022,Selangor,9
5/1/2022,Terengganu,0
5/1/2022,W.P. Kuala Lumpur,6
5/1/2022,W.P. Labuan,0
5/1/2022,W.P. Putrajaya,0
5/2/2022,Johor,0
5/2/2022,Kedah,4
5/2/2022,Kelantan,0
5/2/2022,Melaka,0
5/2/2022,Negeri Sembilan,0
5/2/2022,Pahang,0
5/2/2022,Perak,5
5/2/2022,Perlis,0
5/2/2022,Pulau Pinang,1
5/2/2022,Sabah,0
5/2/2022,Sarawak,3
5/2/2022,Selangor,6
5/2/2022,Terengganu,0
5/2/2022,W.P. Kuala Lumpur,6
5/2/2022,W.P. Labuan,0
5/2/2022,W.P. Putrajaya,0
5/3/2022,Johor,3
5/3/2022,Kedah,4
5/3/2022,Kelantan,1
5/3/2022,Melaka,0
5/3/2022,Negeri Sembilan,0
5/3/2022,Pahang,0
5/3/2022,Perak,7
5/3/2022,Perlis,0
5/3/2022,Pulau Pinang,3
5/3/2022,Sabah,0
5/3/2022,Sarawak,11
5/3/2022,Selangor,1
5/3/2022,Terengganu,0
5/3/2022,W.P. Kuala Lumpur,1
5/3/2022,W.P. Labuan,0
5/3/2022,W.P. Putrajaya,0
5/4/2022,Johor,7
5/4/2022,Kedah,21
5/4/2022,Kelantan,0
5/4/2022,Melaka,0
5/4/2022,Negeri Sembilan,0
5/4/2022,Pahang,0
5/4/2022,Perak,9
5/4/2022,Perlis,0
5/4/2022,Pulau Pinang,3
5/4/2022,Sabah,0
5/4/2022,Sarawak,33
5/4/2022,Selangor,4
5/4/2022,Terengganu,0
5/4/2022,W.P. Kuala Lumpur,8
5/4/2022,W.P. Labuan,0
5/4/2022,W.P. Putrajaya,0
5/5/2022,Johor,12
5/5/2022,Kedah,20
5/5/2022,Kelantan,10
5/5/2022,Melaka,16
5/5/2022,Negeri Sembilan,4
5/5/2022,Pahang,11
5/5/2022,Perak,28
5/5/2022,Perlis,0
5/5/2022,Pulau Pinang,12
5/5/2022,Sabah,18
5/5/2022,Sarawak,64
5/5/2022,Selangor,25
5/5/2022,Terengganu,1
5/5/2022,W.P. Kuala Lumpur,16
5/5/2022,W.P. Labuan,0
5/5/2022,W.P. Putrajaya,0
5/6/2022,Johor,18
5/6/2022,Kedah,11
5/6/2022,Kelantan,5
5/6/2022,Melaka,8
5/6/2022,Negeri Sembilan,1
5/6/2022,Pahang,4
5/6/2022,Perak,59
5/6/2022,Perlis,0
5/6/2022,Pulau Pinang,16
5/6/2022,Sabah,30
5/6/2022,Sarawak,98
5/6/2022,Selangor,25
5/6/2022,Terengganu,1
5/6/2022,W.P. Kuala Lumpur,17
5/6/2022,W.P. Labuan,0
5/6/2022,W.P. Putrajaya,0
5/7/2022,Johor,59
5/7/2022,Kedah,20
5/7/2022,Kelantan,11
5/7/2022,Melaka,4
5/7/2022,Negeri Sembilan,1
5/7/2022,Pahang,3
5/7/2022,Perak,9
5/7/2022,Perlis,1
5/7/2022,Pulau Pinang,15
5/7/2022,Sabah,4
5/7/2022,Sarawak,72
5/7/2022,Selangor,25
5/7/2022,Terengganu,2
5/7/2022,W.P. Kuala Lumpur,9
5/7/2022,W.P. Labuan,0
5/7/2022,W.P. Putrajaya,0
5/8/2022,Johor,56
5/8/2022,Kedah,52
5/8/2022,Kelantan,73
5/8/2022,Melaka,0
5/8/2022,Negeri Sembilan,0
5/8/2022,Pahang,3
5/8/2022,Perak,47
5/8/2022,Perlis,1
5/8/2022,Pulau Pinang,8
5/8/2022,Sabah,9
5/8/2022,Sarawak,24
5/8/2022,Selangor,23
5/8/2022,Terengganu,20
5/8/2022,W.P. Kuala Lumpur,12
5/8/2022,W.P. Labuan,0
5/8/2022,W.P. Putrajaya,0
5/9/2022,Johor,39
5/9/2022,Kedah,74
5/9/2022,Kelantan,102
5/9/2022,Melaka,14
5/9/2022,Negeri Sembilan,11
5/9/2022,Pahang,12
5/9/2022,Perak,27
5/9/2022,Perlis,3
5/9/2022,Pulau Pinang,27
5/9/2022,Sabah,86
5/9/2022,Sarawak,100
5/9/2022,Selangor,39
5/9/2022,Terengganu,26
5/9/2022,W.P. Kuala Lumpur,13
5/9/2022,W.P. Labuan,0
5/9/2022,W.P. Putrajaya,0
5/10/2022,Johor,66
5/10/2022,Kedah,41
5/10/2022,Kelantan,104
5/10/2022,Melaka,21
5/10/2022,Negeri Sembilan,3
5/10/2022,Pahang,61
5/10/2022,Perak,76
5/10/2022,Perlis,6
5/10/2022,Pulau Pinang,37
5/10/2022,Sabah,25
5/10/2022,Sarawak,123
5/10/2022,Selangor,82
5/10/2022,Terengganu,32
5/10/2022,W.P. Kuala Lumpur,15
5/10/2022,W.P. Labuan,0
5/10/2022,W.P. Putrajaya,0
5/11/2022,Johor,62
5/11/2022,Kedah,58
5/11/2022,Kelantan,116
5/11/2022,Melaka,12
5/11/2022,Negeri Sembilan,25
5/11/2022,Pahang,75
5/11/2022,Perak,90
5/11/2022,Perlis,15
5/11/2022,Pulau Pinang,39
5/11/2022,Sabah,55
5/11/2022,Sarawak,117
5/11/2022,Selangor,44
5/11/2022,Terengganu,27
5/11/2022,W.P. Kuala Lumpur,22
5/11/2022,W.P. Labuan,2
5/11/2022,W.P. Putrajaya,0
5/12/2022,Johor,48
5/12/2022,Kedah,60
5/12/2022,Kelantan,48
5/12/2022,Melaka,51
5/12/2022,Negeri Sembilan,15
5/12/2022,Pahang,45
5/12/2022,Perak,81
5/12/2022,Perlis,2
5/12/2022,Pulau Pinang,35
5/12/2022,Sabah,35
5/12/2022,Sarawak,93
5/12/2022,Selangor,83
5/12/2022,Terengganu,11
5/12/2022,W.P. Kuala Lumpur,13
5/12/2022,W.P. Labuan,0
5/12/2022,W.P. Putrajaya,0
5/13/2022,Johor,60
5/13/2022,Kedah,13
5/13/2022,Kelantan,5
5/13/2022,Melaka,40
5/13/2022,Negeri Sembilan,5
5/13/2022,Pahang,23
5/13/2022,Perak,206
5/13/2022,Perlis,7
5/13/2022,Pulau Pinang,35
5/13/2022,Sabah,26
5/13/2022,Sarawak,125
5/13/2022,Selangor,80
5/13/2022,Terengganu,6
5/13/2022,W.P. Kuala Lumpur,30
5/13/2022,W.P. Labuan,1
5/13/2022,W.P. Putrajaya,0
5/14/2022,Johor,39
5/14/2022,Kedah,16
5/14/2022,Kelantan,15
5/14/2022,Melaka,28
5/14/2022,Negeri Sembilan,0
5/14/2022,Pahang,3
5/14/2022,Perak,24
5/14/2022,Perlis,0
5/14/2022,Pulau Pinang,12
5/14/2022,Sabah,26
5/14/2022,Sarawak,35
5/14/2022,Selangor,61
5/14/2022,Terengganu,1
5/14/2022,W.P. Kuala Lumpur,20
5/14/2022,W.P. Labuan,0
5/14/2022,W.P. Putrajaya,0
5/15/2022,Johor,100
5/15/2022,Kedah,30
5/15/2022,Kelantan,72
5/15/2022,Melaka,5
5/15/2022,Negeri Sembilan,0
5/15/2022,Pahang,1
5/15/2022,Perak,18
5/15/2022,Perlis,2
5/15/2022,Pulau Pinang,6
5/15/2022,Sabah,6
5/15/2022,Sarawak,12
5/15/2022,Selangor,27
5/15/2022,Terengganu,2
5/15/2022,W.P. Kuala Lumpur,14
5/15/2022,W.P. Labuan,0
5/15/2022,W.P. Putrajaya,0
5/16/2022,Johor,163
5/16/2022,Kedah,44
5/16/2022,Kelantan,93
5/16/2022,Melaka,5
5/16/2022,Negeri Sembilan,0
5/16/2022,Pahang,2
5/16/2022,Perak,23
5/16/2022,Perlis,0
5/16/2022,Pulau Pinang,7
5/16/2022,Sabah,50
5/16/2022,Sarawak,21
5/16/2022,Selangor,43
5/16/2022,Terengganu,41
5/16/2022,W.P. Kuala Lumpur,16
5/16/2022,W.P. Labuan,0
5/16/2022,W.P. Putrajaya,0
5/17/2022,Johor,170
5/17/2022,Kedah,52
5/17/2022,Kelantan,148
5/17/2022,Melaka,12
5/17/2022,Negeri Sembilan,21
5/17/2022,Pahang,11
5/17/2022,Perak,65
5/17/2022,Perlis,0
5/17/2022,Pulau Pinang,43
5/17/2022,Sabah,85
5/17/2022,Sarawak,238
5/17/2022,Selangor,44
5/17/2022,Terengganu,23
5/17/2022,W.P. Kuala Lumpur,20
5/17/2022,W.P. Labuan,3
5/17/2022,W.P. Putrajaya,1
5/18/2022,Johor,104
5/18/2022,Kedah,67
5/18/2022,Kelantan,126
5/18/2022,Melaka,64
5/18/2022,Negeri Sembilan,25
5/18/2022,Pahang,37
5/18/2022,Perak,139
5/18/2022,Perlis,0
5/18/2022,Pulau Pinang,19
5/18/2022,Sabah,58
5/18/2022,Sarawak,172
5/18/2022,Selangor,65
5/18/2022,Terengganu,31
5/18/2022,W.P. Kuala Lumpur,19
5/18/2022,W.P. Labuan,3
5/18/2022,W.P. Putrajaya,1
5/19/2022,Johor,150
5/19/2022,Kedah,91
5/19/2022,Kelantan,59
5/19/2022,Melaka,32
5/19/2022,Negeri Sembilan,23
5/19/2022,Pahang,55
5/19/2022,Perak,177
5/19/2022,Perlis,12
5/19/2022,Pulau Pinang,52
5/19/2022,Sabah,45
5/19/2022,Sarawak,116
5/19/2022,Selangor,46
5/19/2022,Terengganu,8
5/19/2022,W.P. Kuala Lumpur,22
5/19/2022,W.P. Labuan,2
5/19/2022,W.P. Putrajaya,0
5/20/2022,Johor,37
5/20/2022,Kedah,9
5/20/2022,Kelantan,12
5/20/2022,Melaka,61
5/20/2022,Negeri Sembilan,45
5/20/2022,Pahang,50
5/20/2022,Perak,154
5/20/2022,Perlis,8
5/20/2022,Pulau Pinang,35
5/20/2022,Sabah,80
5/20/2022,Sarawak,127
5/20/2022,Selangor,67
5/20/2022,Terengganu,4
5/20/2022,W.P. Kuala Lumpur,23
5/20/2022,W.P. Labuan,1
5/20/2022,W.P. Putrajaya,0
5/21/2022,Johor,36
5/21/2022,Kedah,56
5/21/2022,Kelantan,4
5/21/2022,Melaka,63
5/21/2022,Negeri Sembilan,1
5/21/2022,Pahang,2
5/21/2022,Perak,45
5/21/2022,Perlis,0
5/21/2022,Pulau Pinang,20
5/21/2022,Sabah,15
5/21/2022,Sarawak,39
5/21/2022,Selangor,175
5/21/2022,Terengganu,3
5/21/2022,W.P. Kuala Lumpur,11
5/21/2022,W.P. Labuan,0
5/21/2022,W.P. Putrajaya,0
5/22/2022,Johor,144
5/22/2022,Kedah,80
5/22/2022,Kelantan,97
5/22/2022,Melaka,3
5/22/2022,Negeri Sembilan,2
5/22/2022,Pahang,3
5/22/2022,Perak,11
5/22/2022,Perlis,0
5/22/2022,Pulau Pinang,21
5/22/2022,Sabah,42
5/22/2022,Sarawak,16
5/22/2022,Selangor,45
5/22/2022,Terengganu,36
5/22/2022,W.P. Kuala Lumpur,8
5/22/2022,W.P. Labuan,0
5/22/2022,W.P. Putrajaya,0
5/23/2022,Johor,292
5/23/2022,Kedah,50
5/23/2022,Kelantan,83
5/23/2022,Melaka,14
5/23/2022,Negeri Sembilan,2
5/23/2022,Pahang,18
5/23/2022,Perak,133
5/23/2022,Perlis,12
5/23/2022,Pulau Pinang,44
5/23/2022,Sabah,62
5/23/2022,Sarawak,125
5/23/2022,Selangor,34
5/23/2022,Terengganu,33
5/23/2022,W.P. Kuala Lumpur,14
5/23/2022,W.P. Labuan,0
5/23/2022,W.P. Putrajaya,0
5/24/2022,Johor,134
5/24/2022,Kedah,93
5/24/2022,Kelantan,109
5/24/2022,Melaka,59
5/24/2022,Negeri Sembilan,41
5/24/2022,Pahang,90
5/24/2022,Perak,115
5/24/2022,Perlis,11
5/24/2022,Pulau Pinang,30
5/24/2022,Sabah,70
5/24/2022,Sarawak,142
5/24/2022,Selangor,75
5/24/2022,Terengganu,42
5/24/2022,W.P. Kuala Lumpur,17
5/24/2022,W.P. Labuan,0
5/24/2022,W.P. Putrajaya,0
5/25/2022,Johor,153
5/25/2022,Kedah,66
5/25/2022,Kelantan,80
5/25/2022,Melaka,13
5/25/2022,Negeri Sembilan,10
5/25/2022,Pahang,46
5/25/2022,Perak,178
5/25/2022,Perlis,9
5/25/2022,Pulau Pinang,39
5/25/2022,Sabah,60
5/25/2022,Sarawak,125
5/25/2022,Selangor,53
5/25/2022,Terengganu,31
5/25/2022,W.P. Kuala Lumpur,16
5/25/2022,W.P. Labuan,0
5/25/2022,W.P. Putrajaya,0
5/26/2022,Johor,51
5/26/2022,Kedah,72
5/26/2022,Kelantan,61
5/26/2022,Melaka,44
5/26/2022,Negeri Sembilan,21
5/26/2022,Pahang,55
5/26/2022,Perak,117
5/26/2022,Perlis,3
5/26/2022,Pulau Pinang,56
5/26/2022,Sabah,80
5/26/2022,Sarawak,84
5/26/2022,Selangor,48
5/26/2022,Terengganu,8
5/26/2022,W.P. Kuala Lumpur,17
5/26/2022,W.P. Labuan,0
5/26/2022,W.P. Putrajaya,0
5/27/2022,Johor,116
5/27/2022,Kedah,15
5/27/2022,Kelantan,7
5/27/2022,Melaka,34
5/27/2022,Negeri Sembilan,42
5/27/2022,Pahang,32
5/27/2022,Perak,213
5/27/2022,Perlis,12
5/27/2022,Pulau Pinang,43
5/27/2022,Sabah,66
5/27/2022,Sarawak,150
5/27/2022,Selangor,82
5/27/2022,Terengganu,1
5/27/2022,W.P. Kuala Lumpur,14
5/27/2022,W.P. Labuan,1
5/27/2022,W.P. Putrajaya,0
5/28/2022,Johor,94
5/28/2022,Kedah,85
5/28/2022,Kelantan,11
5/28/2022,Melaka,3
5/28/2022,Negeri Sembilan,4
5/28/2022,Pahang,2
5/28/2022,Perak,246
5/28/2022,Perlis,2
5/28/2022,Pulau Pinang,22
5/28/2022,Sabah,5
5/28/2022,Sarawak,22
5/28/2022,Selangor,28
5/28/2022,Terengganu,34
5/28/2022,W.P. Kuala Lumpur,11
5/28/2022,W.P. Labuan,0
5/28/2022,W.P. Putrajaya,0
5/29/2022,Johor,66
5/29/2022,Kedah,106
5/29/2022,Kelantan,101
5/29/2022,Melaka,1
5/29/2022,Negeri Sembilan,0
5/29/2022,Pahang,0
5/29/2022,Perak,8
5/29/2022,Perlis,1
5/29/2022,Pulau Pinang,164
5/29/2022,Sabah,0
5/29/2022,Sarawak,28
5/29/2022,Selangor,26
5/29/2022,Terengganu,47
5/29/2022,W.P. Kuala Lumpur,5
5/29/2022,W.P. Labuan,0
5/29/2022,W.P. Putrajaya,0
5/30/2022,Johor,184
5/30/2022,Kedah,130
5/30/2022,Kelantan,114
5/30/2022,Melaka,34
5/30/2022,Negeri Sembilan,25
5/30/2022,Pahang,42
5/30/2022,Perak,45
5/30/2022,Perlis,12
5/30/2022,Pulau Pinang,39
5/30/2022,Sabah,1
5/30/2022,Sarawak,63
5/30/2022,Selangor,32
5/30/2022,Terengganu,67
5/30/2022,W.P. Kuala Lumpur,13
5/30/2022,W.P. Labuan,0
5/30/2022,W.P. Putrajaya,0
5/31/2022,Johor,179
5/31/2022,Kedah,137
5/31/2022,Kelantan,107
5/31/2022,Melaka,11
5/31/2022,Negeri Sembilan,53
5/31/2022,Pahang,35
5/31/2022,Perak,90
5/31/2022,Perlis,4
5/31/2022,Pulau Pinang,46
5/31/2022,Sabah,140
5/31/2022,Sarawak,48
5/31/2022,Selangor,36
5/31/2022,Terengganu,61
5/31/2022,W.P. Kuala Lumpur,19
5/31/2022,W.P. Labuan,0
5/31/2022,W.P. Putrajaya,0
6/1/2022,Johor,67
6/1/2022,Kedah,76
6/1/2022,Kelantan,93
6/1/2022,Melaka,17
6/1/2022,Negeri Sembilan,49
6/1/2022,Pahang,10
6/1/2022,Perak,127
6/1/2022,Perlis,9
6/1/2022,Pulau Pinang,25
6/1/2022,Sabah,139
6/1/2022,Sarawak,7
6/1/2022,Selangor,35
6/1/2022,Terengganu,62
6/1/2022,W.P. Kuala Lumpur,9
6/1/2022,W.P. Labuan,3
6/1/2022,W.P. Putrajaya,0
6/2/2022,Johor,108
6/2/2022,Kedah,63
6/2/2022,Kelantan,59
6/2/2022,Melaka,56
6/2/2022,Negeri Sembilan,57
6/2/2022,Pahang,6
6/2/2022,Perak,101
6/2/2022,Perlis,7
6/2/2022,Pulau Pinang,48
6/2/2022,Sabah,79
6/2/2022,Sarawak,16
6/2/2022,Selangor,44
6/2/2022,Terengganu,23
6/2/2022,W.P. Kuala Lumpur,28
6/2/2022,W.P. Labuan,0
6/2/2022,W.P. Putrajaya,0
6/3/2022,Johor,24
6/3/2022,Kedah,30
6/3/2022,Kelantan,9
6/3/2022,Melaka,13
6/3/2022,Negeri Sembilan,21
6/3/2022,Pahang,18
6/3/2022,Perak,239
6/3/2022,Perlis,11
6/3/2022,Pulau Pinang,36
6/3/2022,Sabah,209
6/3/2022,Sarawak,28
6/3/2022,Selangor,57
6/3/2022,Terengganu,17
6/3/2022,W.P. Kuala Lumpur,24
6/3/2022,W.P. Labuan,1
6/3/2022,W.P. Putrajaya,0
6/4/2022,Johor,79
6/4/2022,Kedah,65
6/4/2022,Kelantan,54
6/4/2022,Melaka,3
6/4/2022,Negeri Sembilan,0
6/4/2022,Pahang,3
6/4/2022,Perak,54
6/4/2022,Perlis,0
6/4/2022,Pulau Pinang,50
6/4/2022,Sabah,112
6/4/2022,Sarawak,7
6/4/2022,Selangor,74
6/4/2022,Terengganu,64
6/4/2022,W.P. Kuala Lumpur,7
6/4/2022,W.P. Labuan,0
6/4/2022,W.P. Putrajaya,0
6/5/2022,Johor,41
6/5/2022,Kedah,19
6/5/2022,Kelantan,85
6/5/2022,Melaka,2
6/5/2022,Negeri Sembilan,0
6/5/2022,Pahang,45
6/5/2022,Perak,3
6/5/2022,Perlis,1
6/5/2022,Pulau Pinang,17
6/5/2022,Sabah,18
6/5/2022,Sarawak,8
6/5/2022,Selangor,39
6/5/2022,Terengganu,64
6/5/2022,W.P. Kuala Lumpur,4
6/5/2022,W.P. Labuan,0
6/5/2022,W.P. Putrajaya,0
6/6/2022,Johor,207
6/6/2022,Kedah,11
6/6/2022,Kelantan,9
6/6/2022,Melaka,9
6/6/2022,Negeri Sembilan,0
6/6/2022,Pahang,1
6/6/2022,Perak,12
6/6/2022,Perlis,0
6/6/2022,Pulau Pinang,3
6/6/2022,Sabah,43
6/6/2022,Sarawak,25
6/6/2022,Selangor,23
